run_id,branch,step,f,gap,shared_token_mass,shared_contexts,seed,source
s1v5_128_frequency_main,bigram,1000,12969,-1.041724681854248,12969,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,690,1.6603105066072505,12420,18,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1533,0.9640513559182485,4599,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2420,1.312476634979248,2420,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1237,1.4031790662556887,4948,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,854,1.3264369329437613,17080,20,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,901,3.4827000515483126,8109,9,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,931,1.9456846190329928,12103,13,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,571,-0.4029775816508426,14846,26,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,640,1.7475704266875982,16000,25,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3753,4.863703370094299,3753,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,669,1.2754274616988066,16056,24,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1312,-2.212427392601967,3936,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3061,-2.7286560237407684,3061,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,935,1.3201173024082726,10285,11,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4170,1.6847724914550781,8340,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2934,-0.8482627868652344,2934,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3195,2.5019750595092773,3195,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2245,2.4151960213979087,6735,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1832,2.13868510723114,3664,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,8372,0.6668538153171539,8372,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,749,2.516280249012389,14231,19,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1185,4.771452337503433,2370,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1467,-0.19648226102193198,4401,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3080,8.738652914762497,3080,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1415,1.7870118618011475,2830,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1177,0.864850640296936,3531,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3239,3.5715352296829224,6478,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1514,2.7535546819368997,4542,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1077,0.006619056593626738,5385,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,783,1.617407722191678,14094,18,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2643,2.588395118713379,2643,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4092,0.07835698127746582,4092,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3035,2.1150231758753457,9105,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,5260,4.131272315979004,5260,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1062,0.9858319110547503,6372,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1932,-3.3769774436950684,1932,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1494,-2.7412843704223633,1494,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,663,1.6030148891732097,12597,19,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,662,1.578535919506976,13240,20,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,54654,1.283064842224121,54654,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,487,2.3653697118584422,20454,42,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,54852,8.048787891864777,54852,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,11626,3.2950769662857056,11626,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4278,3.196390151977539,4278,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1443,-0.7478955785433451,4329,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1067,3.732848900556564,5335,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,8945,0.5464816093444824,8945,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2246,-5.136866211891174,2246,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,11234,4.093390941619873,11234,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,902,2.1995924388368926,8118,9,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1019,2.1799839635690055,6114,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,998,2.4081620275974274,6986,7,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3258,-0.6074333190917969,3258,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,943,0.5088811251852248,8487,9,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1653,8.852466583251953,1653,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1011,1.2226912996598653,7077,7,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,786,0.6045147984925854,14934,19,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2083,9.195196151733398,2083,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,6012,-1.8885374069213867,6012,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1256,3.9388160705566406,3768,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1634,0.1659871737162272,4902,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1099,2.2110339641571044,5495,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2081,1.1225261688232422,2081,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1409,-0.6431959271430969,5636,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3702,2.541084885597229,7404,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,586,2.1010394144603715,16408,28,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,950,0.27566587924957275,3800,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,6630,-1.0837984085083008,6630,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2150,2.2308926582336426,2150,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,738,1.8335736154140683,15498,21,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2112,2.6609692573547363,2112,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1750,2.4137493215384893,7000,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2916,0.6265592575073242,2916,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,11444,6.517099380493164,11444,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,8076,0.0003528594970703125,8076,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1945,-0.12875938415527344,3890,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,692,1.9619884678007413,16608,24,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2597,0.67696746190389,7791,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1233,-0.6161842823028565,6165,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1954,-3.373647689819336,1954,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1635,-0.14356493949890137,4905,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1363,-2.023846447467804,2726,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1290,3.426513353983561,3870,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,19024,-0.8881626129150391,19024,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2202,-3.5816445350646973,2202,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1058,1.4263051375746727,6348,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1788,1.8603231608867645,7152,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,800,0.05002129739640575,15200,19,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1724,10.073570251464844,1724,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1176,1.645014727115631,5880,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,5545,0.7628107070922852,5545,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2892,-0.481812059879303,2892,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3484,-1.521235704421997,3484,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,37163,7.302197456359863,37163,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,135601,-2.722898483276367,135601,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3029,-1.3463997840881348,3029,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,824,2.288954310548993,10712,13,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2039,3.268573820590973,4078,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3967,2.147888660430908,3967,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,953,2.0603148879652675,10483,11,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1529,0.7011221647262573,6116,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,862,0.7995631471276283,8620,10,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1602,4.881594120214383,4806,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,655,0.7629239979074695,17030,26,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1403,0.582109559699893,7015,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2085,-7.095275938510895,2085,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,675,1.36274379499179,10125,15,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2219,-2.342007875442505,2219,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,845,-0.2825823902551617,11830,14,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,958,1.7444629081609575,10538,11,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,881,0.2948725934212024,11453,13,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1055,2.9029980897903442,6330,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4222,0.17404460906982422,4222,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,926,1.0390652269124985,12038,13,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,999,0.4291851319372654,4995,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1669,-0.09767436981201172,1669,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,8042,-2.6088647842407227,8042,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,6661,3.7131175994873047,6661,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3845,3.601222038269043,3845,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,775,1.5590598670875324,13175,17,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1355,7.702936917543411,5420,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,930,0.9460051346880695,11160,12,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,991,0.5861666142940521,4955,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,990,2.3767270892858505,3960,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,856,-0.5523238276597112,8560,10,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1885,5.059406757354736,5655,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,956,2.5594509400427343,4780,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1787,-1.492882490158081,3574,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2483,4.353339672088623,4966,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2175,-4.202824831008911,2175,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1654,1.7761660143733025,3308,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1005,0.6733120679855347,3015,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1768,5.9296315419487655,1768,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1505,2.154356300830841,6020,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1523,4.652290344238281,1523,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2109,3.4778146743774414,2109,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1899,-0.2877920866012573,3798,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,825,0.685261099256183,15675,19,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2471,-7.680512547492981,2471,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,5672,-1.7550897598266602,5672,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,7293,-1.953672170639038,7293,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1151,-1.1488965352376301,3453,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,8623,3.6878257989883423,8623,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1159,2.5667804479599,6954,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,13064,-2.734846830368042,13064,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1556,0.8365833759307861,4668,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3280,2.414330542087555,3280,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1736,0.5144083847602209,5208,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1022,1.6966563860575359,3066,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1343,1.769140105927363,6715,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1353,-0.9413445586978924,5412,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,725,1.71525122220919,8700,12,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1207,4.701698298752308,6035,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,9349,3.092005729675293,9349,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1550,2.01881143450737,6200,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3336,-2.8573919534683228,6672,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3106,0.7774378458658854,9318,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2627,0.5944547653198242,2627,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1044,2.940566028867449,7308,7,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,855,1.4779474465060047,12825,15,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,5234,-3.9103760719299316,5234,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,915,0.9545097952708602,9150,10,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2945,-5.421459436416626,2945,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3272,3.933683183277026e-05,3272,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1572,-1.3594622611999512,1572,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1080,3.318095326423645,2160,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1009,-0.9843096137046814,4036,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,22480,0.4393792152404785,22480,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,37848,-0.7215465307235718,37848,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,635,2.3062016283283415,14605,23,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1235,0.8664095799128214,7410,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1492,-0.5513424650125671,4476,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1276,-1.106858730316162,3828,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4203,1.2656896114349365,8406,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3706,10.264816582202911,3706,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4739,-2.04797300696373,4739,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2291,6.341591075062752,2291,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1246,-1.2653050422668457,1246,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2099,-2.0558330168326697,6297,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,924,0.6541520467457863,12012,13,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1039,2.0956279933452606,4156,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1645,7.301459103822708,3290,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1385,1.5724137723445892,2770,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1162,1.3097486299462617,5810,5,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2764,6.238237500190735,2764,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2181,1.8800421953201294,6543,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2474,-0.8839601278305054,2474,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1142,0.7218612854679426,3426,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1516,-0.34943704803784686,4548,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2400,0.14115458726882935,4800,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1399,-5.574816167354584,1399,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1045,1.3324526747067769,6270,6,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2273,6.016930818557739,2273,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1825,0.9115132292111715,5475,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1284,0.4890159070491791,3852,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2692,8.303089171648026,5384,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,3018,2.5879700978597007,9054,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1777,4.392900839447975,5331,3,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2242,7.891163557767868,4484,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1973,-0.03655846789479256,1973,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2113,1.9695346355438232,4226,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,868,1.643866819764177,13020,15,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1147,4.8349655866622925,4588,4,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1054,-2.213342070579529,2108,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,1046,2.100708382470267,7322,7,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,2830,-1.0829906165599823,2830,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,682,1.5024329918410837,12276,18,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,21154,-4.857810024172068,21154,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,13171,-6.402235388755798,13171,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,12881,-4.7866387367248535,12881,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,8956,1.3266578614711761,8956,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,6228,0.8222821950912476,12456,2,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,6609,0.7528023719787598,6609,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
s1v5_128_frequency_main,bigram,1000,4200,10.50709119439125,4200,1,42,data/runs_scaling/s1v5_128_frequency_main_fixed
