branch,layer,hash,row,train_tokens,val_tokens,distinct_contexts_train,distinct_contexts_val,train_mean,val_mean,gap
bigram,0,0,3250,35,35,35,35,3.698532347035195,3.3505632125905582,-0.34796913444463673
bigram,0,0,8661,34,20,34,20,4.221512905815068,4.322268268465995,0.10075536265092744
bigram,0,0,15936,63,78,63,78,4.332354630528402,4.487977526890925,0.15562289636252302
bigram,0,0,14713,23,28,23,28,6.016334728054378,4.744736287210669,-1.271598440843709
bigram,0,0,9208,29,26,29,26,3.8442255287463296,4.353907483988083,0.5096819552417533
bigram,0,0,2064,26,23,26,23,4.514601510304671,3.6595350468288297,-0.8550664634758416
bigram,0,0,7823,74,32,42,32,3.892965364237662,4.9532760361908,1.0603106719531383
bigram,0,0,14291,35,55,35,55,4.794403680946146,4.810129539262165,0.015725858316018915
bigram,0,0,3211,108,75,108,75,4.697334111708861,3.974534519705921,-0.7227995920029402
bigram,0,0,146,75,89,75,87,3.937295512060324,4.226818304153138,0.28952279209281384
bigram,0,0,16262,26,34,26,33,4.851194747365438,4.820955474422696,-0.03023927294274209
bigram,0,0,14069,10,28,10,22,4.904796695709228,3.8481865684900964,-1.0566101272191317
bigram,0,0,6093,102,103,102,103,4.165562881010712,4.282129151175256,0.1165662701645438
bigram,0,0,16051,205,210,202,207,4.003573641542164,4.445510747191258,0.44193710564909416
bigram,0,0,13212,66,68,66,68,4.792935931402484,4.597220510792206,-0.19571542061027802
bigram,0,0,15605,46,61,46,60,4.347216881730634,4.121397769519702,-0.22581911221093165
bigram,0,0,15554,247,263,245,257,4.613187990499531,4.415925550965407,-0.19726243953412403
bigram,0,0,12377,25,40,25,40,4.918782316297293,5.603842365369201,0.6850600490719083
bigram,0,0,8885,34,19,34,19,3.6633703632910244,4.850178480148315,1.186808116857291
bigram,0,0,10724,41,45,41,45,4.254557140716693,5.000666684574551,0.746109543857858
bigram,0,0,6491,56,45,56,45,4.8697868134851365,4.478148068384164,-0.3916387451009724
bigram,0,0,7645,404,363,394,356,4.495987460601154,4.503477047936421,0.007489587335267167
bigram,0,0,2700,20,18,20,18,4.879450452455785,4.291789741979705,-0.5876607104760803
bigram,0,0,10540,23,15,23,15,4.451022411656121,5.370528284708659,0.9195058730525378
bigram,0,0,1249,54,61,54,60,5.186133154840381,4.46954000390089,-0.7165931509394916
bigram,0,0,12793,498,425,490,423,4.353825156980061,4.29830034174792,-0.05552481523214059
bigram,0,0,6115,403,351,398,343,4.556766142810564,4.261463177170833,-0.29530296563973124
bigram,0,0,15575,42,30,42,30,4.311701571347103,4.620667708354691,0.30896613700758824
bigram,0,0,8796,95,94,95,93,3.9952958538838796,4.538275170139968,0.5429793162560888
bigram,0,0,7511,43,26,40,26,4.19017649805823,3.435405803226436,-0.7547706948317945
bigram,0,0,6364,42,37,37,37,4.1765185372593505,4.584329914263877,0.40781137700452685
bigram,0,0,15498,38,37,38,37,4.858786232352845,5.114178338566342,0.25539210621349717
bigram,0,0,3234,35,26,35,26,4.207767871447972,5.262790107239898,1.0550222357919257
bigram,0,0,6563,47,64,47,64,5.3053023840518705,4.392425069905585,-0.9128773141462858
bigram,0,0,5996,39,29,39,29,4.064838841175422,3.225291836677633,-0.8395470044977889
bigram,0,0,5572,29,18,29,18,5.188414176990246,5.114910653895802,-0.07350352309444474
bigram,0,0,4007,38,58,38,58,3.6589579782203625,4.494703695434948,0.8357457172145857
bigram,0,0,10020,44,39,43,39,4.479985772378066,4.418326685157342,-0.06165908722072366
bigram,0,0,11699,32,25,32,25,3.9976558233611286,4.238673712015152,0.24101788865402352
bigram,0,0,3851,144,161,143,159,4.180961346369656,4.528304506956617,0.34734316058696013
bigram,0,0,11778,102,130,98,129,4.005009048417503,4.006112796361917,0.0011037479444135911
bigram,0,0,874,87,80,74,79,4.917490281892577,4.45225127004669,-0.46523901184588645
bigram,0,0,630,137,119,124,119,3.9228379278777066,4.572807082992454,0.6499691551147473
bigram,0,0,2197,28,12,13,12,5.0704818197659085,4.234835882981618,-0.8356459367842906
bigram,0,0,7772,26,25,26,25,4.050933562505704,4.803721554279328,0.7527879917736238
bigram,0,0,1128,31,38,31,38,4.964416066394938,5.273188887458098,0.30877282106315995
bigram,0,0,16268,49,45,49,45,3.8743007881376816,4.367852854107817,0.4935520659701358
bigram,0,0,12680,41,26,40,26,4.316007103422081,5.475332500842901,1.1593253974208206
bigram,0,0,13397,24,19,23,19,4.745611193279426,4.239219121242824,-0.5063920720366015
bigram,0,0,572,90,68,90,68,4.0825156179204996,4.576649886282051,0.4941342683615515
bigram,0,0,12748,81,69,78,68,4.0590201541635125,4.368174463507139,0.30915430934362664
bigram,0,0,2883,25,22,23,22,4.530414174497127,4.911053946072405,0.38063977157527784
bigram,0,0,15603,46,37,40,37,5.154043490213909,4.383249235119218,-0.7707942550946916
bigram,0,0,7308,57,54,56,54,4.151320242241287,4.097868182041027,-0.05345206020025994
bigram,0,0,12880,27,31,26,31,4.851781454351213,4.466087256708453,-0.3856941976427608
bigram,0,0,7517,48,42,45,42,4.38290311943274,4.602260772671018,0.21935765323827816
bigram,0,0,15458,51,48,50,47,3.8879662848570766,4.966188716081281,1.0782224312242046
bigram,0,0,14633,46,47,45,47,4.788889295462033,4.832307129781297,0.04341783431926416
bigram,0,0,2558,22,23,22,23,3.4675038104707543,4.629290728465371,1.1617869179946165
bigram,0,0,5343,17,18,17,18,4.625892756616368,4.322119113471773,-0.303773643144595
bigram,0,0,13808,101,115,100,114,4.231019104157786,4.960108771596266,0.7290896674384797
bigram,0,0,9128,26,18,26,18,5.277444092126993,4.842303501235114,-0.43514059089187906
bigram,0,0,11207,65,71,64,71,4.108006596450622,3.6032728096863753,-0.5047337867642465
bigram,0,0,5162,42,45,41,45,5.236951936568532,4.918918061560382,-0.31803387500815017
bigram,0,0,8411,59,79,59,78,4.1959840878212855,4.678667325718045,0.4826832378967598
bigram,0,0,12666,27,26,25,26,4.555476401415136,4.571358846512269,0.01588244509713288
bigram,0,0,6070,19,36,19,36,4.663475522869511,4.079616800985402,-0.5838587218841091
bigram,0,0,12733,24,34,24,34,4.578959172902008,4.886471661355565,0.3075124884535576
bigram,0,0,49,41,40,37,40,4.225598465223235,5.1785595819354056,0.9529611167121708
bigram,0,0,15457,33,26,28,26,3.878609811379151,2.955471527899275,-0.9231382834798758
bigram,0,0,2575,33,36,24,36,5.3961833584489245,4.590075587232907,-0.8061077712160172
bigram,0,0,11632,28,42,28,41,4.795004666683131,4.756466441211247,-0.03853822547188468
bigram,0,0,15803,41,48,41,48,4.453104790027549,4.773466645507142,0.32036185547959306
bigram,0,0,13335,76,70,75,69,4.667764718040034,4.682876709544299,0.015111991504265454
bigram,0,0,3133,22,17,21,17,4.01340336013924,6.411029030294979,2.3976256701557395
bigram,0,0,6178,75,80,74,79,4.708262405178975,5.353051694389433,0.6447892892104576
bigram,0,0,1010,100,99,100,99,4.338208241090179,4.4348328572255795,0.09662461613540074
bigram,0,0,13305,28,28,28,28,5.273584377685828,5.202989018289372,-0.07059535939645567
bigram,0,0,3041,164,173,163,171,4.431550003647472,4.518742895798187,0.08719289215071502
bigram,0,0,15229,28,22,27,22,3.9778392000922134,5.60772430896759,1.629885108875377
bigram,0,0,10337,20,16,20,15,4.378114443644881,3.410519411030691,-0.9675950326141898
bigram,0,0,2773,36,36,36,35,4.377575822174549,4.272677414533165,-0.10489840764138414
bigram,0,0,8841,39,36,37,35,4.419353184791712,5.470719387133916,1.0513662023422041
bigram,0,0,8617,40,21,40,21,3.8351359527558087,5.557155072689056,1.7220191199332477
bigram,0,0,6816,74,70,73,62,3.76752740134032,4.414233832699912,0.646706431359592
bigram,0,0,6931,62,61,62,61,4.62971105821611,4.487557373253903,-0.14215368496220648
bigram,0,0,1842,23,20,23,20,5.579754900511192,3.871786292991601,-1.7079686075195912
bigram,0,0,8380,40,49,40,49,3.9230473309755327,4.288160551187335,0.3651132202118026
bigram,0,0,1814,28,32,28,32,4.76178126675742,4.733043218497187,-0.02873804826023285
bigram,0,0,707,24,32,24,32,4.820096453030904,4.41357309371233,-0.406523359318574
bigram,0,0,1632,40,63,40,63,4.478787539899349,4.756367890467305,0.2775803505679564
bigram,0,0,2482,31,22,31,22,4.145556542661883,5.416274552318183,1.2707180096563002
bigram,0,0,13218,29,21,29,21,4.317977801479143,5.206392242794945,0.8884144413158026
bigram,0,0,2885,93,114,92,114,4.314555298797385,4.355993182953904,0.041437884156518834
bigram,0,0,13237,90,57,90,56,4.681905303481552,4.77302936933273,0.0911240658511776
bigram,0,0,2445,239,225,234,222,4.575457194851221,4.862386634095779,0.2869294392445587
bigram,0,0,1652,2317,2338,2179,2188,4.345737495557391,4.4065467459141505,0.060809250356759215
bigram,0,0,7167,197,196,196,195,4.666594686015003,4.783004169126946,0.11640948311194332
bigram,0,0,14574,24,12,24,12,5.755173434813817,3.9285001474490855,-1.8266732873647316
bigram,0,0,4472,26,33,26,33,5.490102953635729,4.578111453687377,-0.9119914999483516
bigram,0,0,8148,320,340,311,333,3.97267860667489,4.361620194431495,0.38894158775660514
bigram,0,0,9927,77,41,76,39,3.6969178017325603,3.8774566065247464,0.1805388047921861
bigram,0,0,9306,27,40,27,40,3.5647869971063404,4.31933435946703,0.7545473623606895
bigram,0,0,11886,12,22,12,22,3.5645125384132066,3.820962656120008,0.25645011770680126
bigram,0,0,13228,42,28,38,28,5.147175160724492,3.653443000146321,-1.4937321605781713
bigram,0,0,10454,60,53,56,52,4.316343710944056,3.7883129250785372,-0.5280307858655191
bigram,0,0,9653,55,44,54,44,3.420081824927845,4.5883379751731725,1.1682561502453277
bigram,0,0,14399,154,171,149,159,4.748278091267785,4.425237710576788,-0.3230403806909976
bigram,0,0,11355,18,23,18,23,4.443732142448425,4.70037693173989,0.2566447892914647
bigram,0,0,2750,37,23,36,23,4.34475120519464,5.1915210778622525,0.8467698726676121
bigram,0,0,14541,49,40,45,40,5.1426477666412085,5.051054525375366,-0.09159324126584245
bigram,0,0,6565,46,32,45,32,4.6701273739175955,4.609159747913509,-0.06096762600408656
bigram,0,0,5441,23,14,23,14,5.018075366353593,4.612886654479163,-0.4051887118744304
bigram,0,0,7255,30,30,30,30,4.327555784319217,4.140323643029357,-0.18723214128985965
bigram,0,0,2246,49,47,47,47,4.20455042369621,5.014031247889742,0.8094808241935318
bigram,0,0,13688,40,31,40,30,4.118594046926591,4.8068428192092405,0.6882487722826491
bigram,0,0,9574,99,88,98,88,4.115697673962315,4.708229857496917,0.592532183534602
bigram,0,0,14458,29,9,20,9,3.1797120395469767,5.870493104888333,2.6907810653413566
bigram,0,0,942,97,117,97,116,4.363659550704677,4.5157979933908665,0.1521384426861898
bigram,0,0,5844,48,52,48,52,4.459285162389278,4.435923086622586,-0.023362075766692136
bigram,0,0,11646,33,33,32,33,4.585720613147274,4.224603327837857,-0.3611172853094162
bigram,0,0,9556,37,26,35,26,4.181466999243492,4.8333589526323175,0.6518919533888257
bigram,0,0,14937,19,16,17,16,5.568549963345408,3.930681385762,-1.6378685775834079
bigram,0,0,5306,16,15,14,15,3.619398927781731,3.2198982000350953,-0.3995007277466356
bigram,0,0,3476,34,38,33,38,4.056808290400488,4.032250037710917,-0.02455825268957046
bigram,0,0,10254,42,19,39,19,4.540174538535731,3.58700317889452,-0.9531713596412112
bigram,0,0,6925,33,23,29,23,3.6060724972719043,3.9163764838291253,0.310303986557221
bigram,0,0,212,28,41,27,41,3.839103402170752,4.020271458276889,0.18116805610613662
bigram,0,0,13486,42,44,41,44,4.863372387630599,4.826058399524879,-0.037313988105720064
bigram,0,0,4367,36,23,31,23,3.7181444644100137,3.954806322555827,0.2366618581458133
bigram,0,0,1640,9,15,8,15,4.884488979975383,5.020360072453816,0.13587109247843365
bigram,0,0,4839,89,91,87,91,3.9455287020569774,4.555945972507758,0.6104172704507809
bigram,0,0,4068,77,64,71,64,4.6020993217583985,4.2040716277988395,-0.39802769395955906
bigram,0,0,4080,30,70,24,70,5.364365066432705,4.274036445921021,-1.0903286205116842
bigram,0,0,2980,12,17,12,17,5.091531256834666,4.082415075863109,-1.0091161809715574
bigram,0,0,13734,44,35,37,35,3.9231114866720005,4.752466897666454,0.8293554109944536
bigram,0,0,11738,55,41,53,41,4.028031915697184,4.455060723351269,0.4270288076540849
bigram,0,0,13273,18,22,16,22,5.433655106359058,5.694245865399187,0.26059075904012907
bigram,0,0,4123,25,20,23,20,4.1931485626101495,4.769753952324391,0.5766053897142411
bigram,0,0,16236,23,32,22,32,4.80099433142206,5.321543283760548,0.5205489523384879
bigram,0,0,10229,56,48,52,48,4.514981319163261,4.3273702977458015,-0.18761102141745933
bigram,0,0,13153,1007,1052,971,999,4.424324726423514,4.4033263893612915,-0.020998337062222205
bigram,0,0,42,13,14,13,14,4.7039412053731775,5.418815817151751,0.7148746117785736
bigram,0,0,15533,16,38,16,38,3.3071311144158244,4.888001459209542,1.580870344793718
bigram,0,0,1783,34,49,34,49,3.9016380800646457,4.3644112652471785,0.46277318518253274
bigram,0,0,7424,30,23,30,23,4.682529663791259,4.381204509540744,-0.30132515425051487
bigram,0,0,6682,30,35,30,35,4.172362075808148,3.5267669418028422,-0.6455951340053057
bigram,0,0,6841,50,43,49,43,3.755390926967375,4.155722626419955,0.40033169945257985
bigram,0,0,6546,21,17,14,17,4.651108622550964,4.725459942046334,0.07435131949536977
bigram,0,0,11259,18,25,13,25,4.394206487470203,4.908529461920262,0.5143229744500584
bigram,0,0,5422,65,40,63,40,4.223789404791135,4.621692880429327,0.3979034756381923
bigram,0,0,13685,51,20,35,20,4.985018352375311,5.50912458896637,0.5241062365910585
bigram,0,0,10220,53,26,37,26,3.7294934842524663,3.594640532365212,-0.13485295188725432
bigram,0,0,6553,24,35,24,35,5.056903526186943,4.854688648028033,-0.2022148781589097
bigram,0,0,9656,30,21,30,21,4.7455880522727965,5.363123453798748,0.6175354015259513
bigram,0,0,4429,48,32,48,32,4.012970484058163,4.521673531737179,0.508703047679016
bigram,0,0,13527,30,25,29,25,4.231120428877572,5.293615593910217,1.0624951650326446
bigram,0,0,13913,32,28,32,28,3.834600653499365,4.6656752093549585,0.8310745558555936
bigram,0,0,1653,38,29,38,29,5.071116875661047,4.247034816392537,-0.8240820592685099
bigram,0,0,2788,46,50,45,50,4.120477999869289,4.310519090360031,0.19004109049074192
bigram,0,0,693,22,33,22,32,4.262770809656517,4.952255500819195,0.6894846911626784
bigram,0,0,13307,28,34,28,34,4.739317444020084,3.501803333282142,-1.2375141107379415
bigram,0,0,11011,28,44,28,44,5.343989557453564,4.514543542447924,-0.8294460150056402
bigram,0,0,9749,36,30,36,30,5.234364638725917,3.8152890622615816,-1.4190755764643352
bigram,0,0,13709,43,66,42,66,4.324205539254255,4.294887102688804,-0.029318436565450412
bigram,0,0,538,33,31,32,31,4.005696813265483,4.739413490699183,0.7337166774337005
bigram,0,0,6372,109,122,107,121,4.146349040946791,4.593395432854285,0.4470463919074943
bigram,0,0,4192,26,25,24,25,4.839462968019339,4.539164316877723,-0.3002986511416159
bigram,0,0,10744,31,29,30,28,4.598160738095401,4.777119324638925,0.1789585865435246
bigram,0,0,12742,32,33,32,33,4.571748220361769,4.822917244651101,0.2511690242893314
bigram,0,0,12124,41,38,41,38,4.4830729803485685,4.208439323855074,-0.2746336564934948
bigram,0,0,9733,67,69,67,69,4.263096907579187,4.290844378061593,0.027747470482405667
bigram,0,0,15830,55,63,55,62,4.069713658365337,3.970498486199335,-0.09921517216600151
bigram,0,0,2057,20,13,19,13,5.069265881087631,4.645927878526541,-0.4233380025610902
bigram,0,0,1245,29,45,29,45,4.452219417382931,4.619385132365925,0.16716571498299349
bigram,0,0,2991,66,75,65,75,4.440070113082501,4.218533378144105,-0.22153673493839587
bigram,0,0,6961,153,145,150,144,4.389837002789516,4.047624492523228,-0.34221251026628785
bigram,0,0,12414,32,40,31,40,4.251313437707722,4.496643658122048,0.24533022041432595
bigram,0,0,15130,142,160,140,160,4.422796801932838,4.260291851966758,-0.16250494996608023
bigram,0,0,5065,27,57,27,57,4.205365429421094,3.9060588040176714,-0.29930662540342245
bigram,0,0,11446,29,31,29,31,4.646462477486709,4.293641040402074,-0.35282143708463565
bigram,0,0,4316,91,118,90,118,4.2586322565470915,4.559375686871906,0.30074343032481465
bigram,0,0,13131,26,37,26,37,4.875558050779196,4.035780217397857,-0.8397778333813388
bigram,0,0,6207,26,26,26,26,6.212981567933009,4.135679485133061,-2.0773020827999478
bigram,0,0,7688,29,39,28,39,3.8357501633722206,3.80995454398157,-0.02579561939065078
bigram,0,0,11770,46,25,45,25,4.229275774372661,4.3652844023704525,0.1360086279977919
bigram,0,0,2493,24,22,24,22,4.20023041497916,4.831517858938738,0.6312874439595779
bigram,0,0,6577,20,17,20,17,3.8765560167608784,3.6024851361837458,-0.2740708805771326
bigram,0,0,8425,25,29,25,29,3.673307161927223,5.38327915048034,1.709971988553117
bigram,0,0,939,53,56,53,56,3.8261298558692323,4.357060827946823,0.5309309720775905
bigram,0,0,5138,24,18,24,18,4.746103223413229,4.365377516382271,-0.3807257070309582
bigram,0,0,1255,21,19,21,19,5.456631986867814,4.616467689213,-0.8401642976548143
bigram,0,0,1039,77,75,77,75,4.571182133605728,5.181170896689097,0.6099887630833694
bigram,0,0,4595,49,33,49,33,4.12011055998048,4.7490290073734345,0.6289184473929543
bigram,0,0,4378,95,89,94,89,4.243322957581595,3.9999954755302896,-0.24332748205130583
bigram,0,0,1815,129,137,129,136,4.464994987227427,4.6144156606551805,0.14942067342775367
bigram,0,0,5256,27,27,26,27,5.306371260572363,5.258258709201106,-0.048112551371256806
bigram,0,0,8122,55,61,54,60,5.107154949957674,4.603649518464035,-0.5035054314936387
bigram,0,0,10302,11,16,10,16,4.918635140765797,4.884513210505247,-0.034121930260550215
bigram,0,0,15165,62,53,62,53,4.761455923547938,4.429730265770319,-0.33172565777761953
bigram,0,0,15203,65,65,59,63,4.402271428016516,4.436816287427567,0.03454485941105112
bigram,0,0,12322,34,18,28,18,4.113619923509439,5.359296703504191,1.2456767799947528
bigram,0,0,11120,19,11,19,11,3.998841025327381,4.500900845636021,0.5020598203086402
bigram,0,0,2359,173,171,171,171,4.0408338433694055,4.641631129894864,0.6007972865254585
bigram,0,0,4952,47,57,47,57,4.274439022737615,4.709099811452784,0.43466078871516967
bigram,0,0,7608,75,99,75,98,4.396500456581513,4.145346511879729,-0.25115394470178387
bigram,0,0,15513,60,48,59,48,4.429736549034715,4.486707040424032,0.056970491389317424
bigram,0,0,1230,15,11,14,11,3.4197012821833295,4.316081120209261,0.8963798380259314
bigram,0,0,2215,42,32,38,32,4.498337400681478,4.506598610430956,0.008261209749478304
bigram,0,0,5878,43,48,41,48,4.406884816150333,4.510573990953465,0.10368917480313211
bigram,0,0,6776,300,267,294,265,4.538207220867855,4.4806283003500615,-0.0575789205177939
bigram,0,0,7950,75,56,75,56,4.563005044688083,4.5006986020931175,-0.06230644259496554
bigram,0,0,14352,44,33,44,32,4.1058035559042105,4.335010395413547,0.2292068395093363
bigram,0,0,840,31,23,31,23,5.392283028892932,4.293676368568255,-1.0986066603246778
bigram,0,0,13887,62,49,61,49,4.528523384018861,4.8756974260417785,0.34717404202291746
bigram,0,0,6309,1628,1544,1546,1479,4.393581184846793,4.520203151189574,0.126621966342781
bigram,0,0,7102,156,166,154,166,4.61711160490552,4.465542926374509,-0.15156867853101108
bigram,0,0,11771,45,35,45,35,3.634381329878751,3.848346766882709,0.21396543700395831
bigram,0,0,6369,25,17,25,17,4.172849413156509,5.456135385176715,1.283285972020206
bigram,0,0,7618,41,29,41,29,5.161600346517999,4.139653302986046,-1.021947043531953
bigram,0,0,16193,24,24,24,23,4.927627685169379,4.833057784785827,-0.09456990038355251
bigram,0,0,13269,48,38,47,38,3.8431190542372256,4.766011024776258,0.9228919705390326
bigram,0,0,11020,29,23,29,23,4.933018753240848,4.845684494661248,-0.08733425857959976
bigram,0,0,15816,26,22,26,22,4.681984332891611,4.403860780325803,-0.2781235525658081
bigram,0,0,555,28,26,28,26,4.160915608916964,4.654887984506786,0.49397237558982177
bigram,0,0,1761,41,30,39,30,4.599052468814501,4.343023732304573,-0.2560287365099283
bigram,0,0,11544,27,31,25,31,4.490758667665499,4.597578265013233,0.10681959734773372
bigram,0,0,7546,17,13,14,13,4.145938610329347,3.550751154812483,-0.5951874555168644
bigram,0,0,11109,29,41,25,41,4.2305913505883055,4.400075182242023,0.16948383165371794
bigram,0,0,2175,507,493,490,475,4.267945798745752,4.400040414987255,0.13209461624150265
bigram,0,0,3502,35,22,33,22,4.729519756351198,4.94328385591507,0.2137640995638712
bigram,0,0,3562,46,40,46,40,4.462761814655412,4.887207378447056,0.424445563791644
bigram,0,0,5086,37,58,29,58,3.8388642292167687,4.033205198573655,0.19434096935688627
bigram,0,0,4503,44,65,35,65,3.602822750129483,4.640338414825069,1.037515664695586
bigram,0,0,1503,50,35,50,34,4.8737828236818315,3.448535205416348,-1.4252476182654834
bigram,0,0,13210,61,48,61,47,4.502097508946403,4.032425050798338,-0.46967245814806535
bigram,0,0,11929,27,39,27,38,5.074938463530055,5.641482076583764,0.5665436130537094
bigram,0,0,15938,19,18,18,18,4.744508417323232,6.089863720867369,1.345355303544137
bigram,0,0,1628,36,20,36,20,4.579101314975156,4.944162947684527,0.365061632709371
bigram,0,0,2027,55,40,55,40,4.0380763355219225,3.861147918924689,-0.17692841659723335
bigram,0,0,16314,20,30,20,30,4.861942807601008,3.843184195520977,-1.0187586120800312
bigram,0,0,6126,58,70,57,68,4.419383931905031,4.167225538407053,-0.25215839349797786
bigram,0,0,12816,72,82,71,80,4.409727939344723,4.068048015820795,-0.3416799235239285
bigram,0,0,1472,52,20,49,20,4.562770482450455,3.978738695313223,-0.5840317871372323
bigram,0,0,12677,41,26,41,26,5.182872255673495,5.20230396075819,0.019431705084694606
bigram,0,0,6124,54,53,54,52,4.231584081840184,4.598959392674689,0.3673753108345048
bigram,0,0,13714,67,55,67,55,4.783697621340849,3.824384774932299,-0.9593128464085501
bigram,0,0,9436,21,10,18,10,5.951761137871515,3.944459229707718,-2.0073019081637975
bigram,0,0,788,43,31,43,31,4.3240117682495995,4.750435469221444,0.4264237009718448
bigram,0,0,13001,441,397,434,388,4.480129075226555,4.596986766608863,0.11685769138230828
bigram,0,0,9437,44,40,44,40,4.7322122402256355,4.870037268660963,0.1378250284353273
bigram,0,0,5561,36,33,36,33,4.299353663124041,3.874598921770512,-0.42475474135352886
bigram,0,0,180,21,35,21,35,4.327216407638931,3.906484233707722,-0.42073217393120865
bigram,0,0,8783,52,55,52,55,4.71387373849463,4.186198931390589,-0.5276748071040416
bigram,0,0,11379,26,26,26,26,4.686229132115841,5.242676772750341,0.5564476406345005
bigram,0,0,11781,30,36,30,36,4.205244158580899,5.513411141104168,1.308166982523269
bigram,0,0,1716,36,36,35,36,5.040108821768728,5.126558040656771,0.0864492188880428
bigram,0,0,10087,37,35,37,34,4.851877398990296,4.306805694775123,-0.5450717042151725
bigram,0,0,5990,34,36,34,36,5.0561029034502365,4.042599811322159,-1.0135030921280777
bigram,0,0,156,22,38,22,37,4.977921794422648,4.779086440605552,-0.1988353538170955
bigram,0,0,2150,43,51,43,51,4.3750820467898315,4.678441952147028,0.3033599053571967
bigram,0,0,11727,103,73,103,70,4.817653338567273,4.424101387852267,-0.3935519507150058
bigram,0,0,3890,18,28,18,28,5.625291493203905,4.637998514409576,-0.9872929787943292
bigram,0,0,11705,32,36,31,36,5.281866850549704,5.1941134150450425,-0.08775343550466186
bigram,0,0,167,38,31,37,31,3.9764691298876547,4.239964965851076,0.2634958359634214
bigram,0,0,7603,49,37,48,37,4.435956746653407,5.533226663196409,1.0972699165430022
bigram,0,0,15415,34,29,33,29,4.621311851503218,5.227675029429896,0.6063631779266787
